pair_name,left_name,right_name,left_algo,right_algo,left_checkpoint,right_checkpoint,is_sp,mean_return,std_return,mean_shaped_return,std_shaped_return,mean_length,num_episodes,gif_path
L0_ippo_forced_vmap0__R0_ippo_forced_vmap1,ippo_forced_vmap0,ippo_forced_vmap1,ippo_rnn_overcooked_v2,ippo_rnn_overcooked_v2,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/checkpoints/ippo_rnn_overcooked_v2/overcooked_v2/forced_coord_seed0_vmap0_rng1524306142/ippo_rnn_overcooked_v2_best.safetensors,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/checkpoints/ippo_rnn_overcooked_v2/overcooked_v2/forced_coord_seed0_vmap1_rng1836460763/ippo_rnn_overcooked_v2_best.safetensors,False,145.0,97.74968030638259,106.18,67.84532113565385,400.0,100,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/TARL/sp_xp_outputs/forced_coord_20260318_004641/gifs/single/L0_ippo_forced_vmap0__R0_ippo_forced_vmap1.gif
L0_ippo_forced_vmap0__R1_ippo_forced_vmap2,ippo_forced_vmap0,ippo_forced_vmap2,ippo_rnn_overcooked_v2,ippo_rnn_overcooked_v2,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/checkpoints/ippo_rnn_overcooked_v2/overcooked_v2/forced_coord_seed0_vmap0_rng1524306142/ippo_rnn_overcooked_v2_best.safetensors,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/checkpoints/ippo_rnn_overcooked_v2/overcooked_v2/forced_coord_seed0_vmap2_rng1416732029/ippo_rnn_overcooked_v2_best.safetensors,False,132.0,94.74175425861608,96.84,69.51384322564823,400.0,100,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/TARL/sp_xp_outputs/forced_coord_20260318_004641/gifs/single/L0_ippo_forced_vmap0__R1_ippo_forced_vmap2.gif
L0_ippo_forced_vmap0__R2_ippo_forced_vmap3,ippo_forced_vmap0,ippo_forced_vmap3,ippo_rnn_overcooked_v2,ippo_rnn_overcooked_v2,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/checkpoints/ippo_rnn_overcooked_v2/overcooked_v2/forced_coord_seed0_vmap0_rng1524306142/ippo_rnn_overcooked_v2_best.safetensors,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/checkpoints/ippo_rnn_overcooked_v2/overcooked_v2/forced_coord_seed0_vmap3_rng1078027127/ippo_rnn_overcooked_v2_best.safetensors,False,130.0,95.39392014169457,96.71,71.02567071137027,400.0,100,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/TARL/sp_xp_outputs/forced_coord_20260318_004641/gifs/single/L0_ippo_forced_vmap0__R2_ippo_forced_vmap3.gif
L0_ippo_forced_vmap0__R3_ippo_forced_vmap4,ippo_forced_vmap0,ippo_forced_vmap4,ippo_rnn_overcooked_v2,ippo_rnn_overcooked_v2,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/checkpoints/ippo_rnn_overcooked_v2/overcooked_v2/forced_coord_seed0_vmap0_rng1524306142/ippo_rnn_overcooked_v2_best.safetensors,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/checkpoints/ippo_rnn_overcooked_v2/overcooked_v2/forced_coord_seed0_vmap4_rng3297765038/ippo_rnn_overcooked_v2_best.safetensors,False,181.0,4.358898943540674,136.29,3.356471361415139,400.0,100,/teams/ius_1663576043/hby/rl/JaxMARL/baselines/TARL/sp_xp_outputs/forced_coord_20260318_004641/gifs/single/L0_ippo_forced_vmap0__R3_ippo_forced_vmap4.gif
